,user_names,user_levels,user_stars,omments,create_times,order_infos
430,章***心,PLUS会员,5,"运行 畅快
手感没得说，是我要的 质感
音质很清晰，牛照效果很好，清晰，
使用很流畅很流畅，
不卡，待机时间比之前的12待机长太
用着很顺手",2022-11-18 17:17,星光色128GB
431,****u,,5,"很好
外形外观：高端大气上档次，
屏幕音效：清晰，不刺眼
运行速度：快
拍照效果：满意
待机时间：良好
其他特色：对得起他的价格",2022-11-18 17:17,星光色128GB
432,****0,PLUS会员,5,"外形外观：好看
屏幕音效：棒
拍照效果：棒
运行速度：非常快特别是语音识别相当准确，对不想打字，忙不过来打字。不方便的人来说简直是超级好用。不标准的话也能识别出来。
待机时间：反正一天充一次电就行了。
其他特色：拍照效果很好，清晰度很高。
整体手感很赞
把卡换成了5g应该是网络快吧。",2022-11-18 17:17,星光色128GB
433,****q,PLUS会员,5,"不错很喜欢
外形外观：很精致
屏幕音效：很不错
拍照效果：很好好看
运行速度：超快，飞起来的那种
待机时间：还可把，这是他们的短板
其他特色：很不错推荐一下",2022-11-18 17:17,星光色128GB
434,彡***G,PLUS会员,5,"外形外观：外观很好，完美下车，没有磕碰，买的时候也是很担心
屏幕音效：屏幕无划痕，立体音效，完美
拍照效果：晚上有自动调节亮度，晚上拍照可以看的很清晰
运行速度：运行速度很好，6g，那会儿和13比较了，下，觉得运行内存大，可以用的时间久一点，目标至少5年
待机时间：待机时间还行，不能说太好，苹果手机通病，只能正确充电，减少电池老化，提高电池健康",2022-11-18 17:17,星光色128GB
435,杨***豫,PLUS会员,5,"外形外观：简约大气。
屏幕音效：质感魅力四射。
拍照效果：清晰度还可以。
运行速度：很快，运行没有什么缓存垃圾。
待机时间：接打电话，待机12小时。",2022-11-18 17:17,星光色128GB
436,****u,PLUS会员,5,手机收到了，挺喜欢的。星光色看上去舒服。正常使用1天1充，电池还是耐用的。拍照的色彩满足所有的需求，还有防抖真的很好用，非常清晰，外观很时尚，精致。 运行速度杠杠的，也不卡，非常流畅。这次买的大容量，可以使用久一点。,2022-11-18 17:17,星光色128GB
437,M***D,PLUS会员,5,"摄视频也是比较明显的优点：iPhone 14的摄像头数量仍然是两个，其分辨率为12MP，与其前身相当。不过拍摄能力相比iPhone 13有所提升，用户体验会更好，我们的拍摄需求都会得到满足。
该设备还拥有影院级电影模式和改进的防抖能力。这使你在录制视频期间或之后更容易专注于主题，画面中的背景和不重要的主题也被模糊，以帮助主题最闪耀。iPhone 14 通常可以录制高达4K的超清晰视频。因此，拍摄的视频非常清晰。
性能方面也有所提升：iPhone 14 采用了5核GPU A15芯片，相比 iPhone 13 多一个GPU核心，同时还将运行内存从4GB提升到了6GB。
6GB的的运行内存将发挥重要作用，与上一代4GB相比，这是一个很大的进步。这也算是标准版机型第一次拥有这么大的内存。此升级使用户比以前更容易进行多任务处理，再加上5核GPU，无论是日常使用还是玩游戏，",2022-11-18 17:17,星光色128GB
438,逝***3,PLUS会员,5,"外形外观：还是典型的苹果这几代的祖传外观 只是摄像头大了一点 没啥变化 耐看 新增的蓝色很不错 很受女孩子喜欢
屏幕音效：苹果的屏幕显示效果很好 声音也是双扬声器 效果还可以
拍照效果：比起安卓旗舰差点意思 只有1倍主摄和广角的摄像头 没有长焦 足够日常使用
运行速度：很快 很流畅 运存相比iPhone13增大了2GB 使用寿命更长
其他特色：虽然标准版的iPhone14很平庸 但是满足多数人的日常使用了",2022-11-18 17:17,星光色128GB
439,****6,PLUS会员,5,待机时间够用的外观设计：风格简约大气上档次。屏幕大小：尺寸比较合适。屏幕的分辨率比较清断。 音质效非常不错 听歌听音乐非常舒心。拍照效果特别好。运行速度特别快。待机时间比较长。玩游戏比较棒。外观很漂亮，系统很流畅，界面很友好，就是文件管理不如安卓方便和个性化。,2022-11-18 17:17,星光色128GB
440,卿***洋,PLUS会员,5,"外形外观：大小合适 单手操作妥妥没问题
屏幕音效：苹果的屏幕效果永远不会让你失望
拍照效果：这代优化了夜景拍摄 效果还是很不错的
运行速度：6G内存给力 目前没有杀后台的现象
待机时间：我属于中度用户 满足一天使用没什么大问题",2022-11-05 13:32,星光色256GB
441,小***何,,5,外观时尚大气上档次，手感很棒，握持手感舒适，小巧很薄，但很有重量，音效不错 ，音质清晰，像素很高，拍出的效果很清晰，用着很顺手 ，目前一天一冲，希望以后可以用得时间长一点。,2022-11-05 13:32,星光色256GB
442,M***r,PLUS会员,5,"外形外观：手感最好的直面屏，外形经典。
屏幕音效：屏幕没得说清晰。
拍照效果：拍照一直是iPhone的强项，特别是拍视频。
运行速度：非常流畅，而且还比上一代增加了2g内存，不容易杀后台非常好。
待机时间：很省电，能满足一天的续航。",2022-11-05 13:32,星光色256GB
443,曹***毅,PLUS会员,5,"1.9& mu ; m 像素，支持自动对焦，即使在低亮度环境下也能实现较快的对焦速度，后置依旧依旧采用1200万像素广角／超广角双摄配置，全新的1200万像素主摄像头，传感器更大，单位像素达到1.9& mu ; m , F /1.5光圈，传感器位移 OIS ,低光捕获提高了49%。夜间模式曝光速度提升两倍。视频新增运动防抖模式，动态拍摄更加稳定。用了快半月，没有出现起热，卡顿的现象，对于我不玩游戏的人来说，14挺好的，刚开始买的时候看见评论，各种担心，用了一段时间后感觉很不错，屏幕非常细腻，很好，看上去非常舒服，比一般手机强多了，音效也很高，听歌很舒适，值得推荐。",2022-11-05 13:32,星光色256GB
444,s***导,PLUS会员,5,官方正品，外观方正，手感舒适，屏幕超清晰，音效效果好，拍照效果非常喜欢，色彩还原度高，明暗对比好，手机不卡，运行流畅，相当丝滑，待机时间可用一天，非常喜欢。,2022-11-05 13:32,星光色256GB
445,梦***痕,PLUS会员,5,"外形外观：很漂亮很完美听着很舒服
屏幕音效：音质极佳 高音甜中音准低音沉
拍照效果：像素很棒 高清** 很清晰
运行速度：游戏帧数极高 超神根本不是梦
待机时间：王者荣耀6个小时一点问题都没有
其他特色：特色太多就不一一陈述了 心动的朋友可以直接入手了",2022-11-05 13:32,星光色256GB
446,0***0,PLUS会员,5,"外形外观：清新亮丽
屏幕音效：画质很清晰
拍照效果：拍照换好真实，
运行速度：不错，手感也很好
待机时间：一天完全够的
其他特色：就是信号有时候不太好，抽空去营业厅问问是不是卡老了",2022-11-05 13:32,星光色256GB
447,康***熙,PLUS会员,5,"外形外观：很漂亮。很喜欢，颜值高
拍照效果：很清晰，前后摄像头都很棒
运行速度：速度很快，
待机时间：待机时间长，适合长时间看视频玩游戏",2022-11-05 13:32,星光色256GB
448,****9,PLUS会员,5,苹果手机还是硬货！京东商城自营物流也快，手机外观漂亮，款式好看，质量很好，正品，做工精致，屏幕细腻够大很清晰，色彩饱和度很不错，照相不错，很漂亮，音质也很棒，系统功能强大，运行速度很快，看电影听音乐都很给力，操作简单，内存也足够，好评五星好评！,2022-11-05 13:32,星光色256GB
449,****d,PLUS会员,5,"外形外观：外观设计新颖，
屏幕音效：音质清晰
拍照效果：拍照非常清晰
运行速度：运行速度快，不卡顿，非常流畅
待机时间：待机时间长，玩游泳可以用一天",2022-11-05 13:32,星光色256GB
450,亮***0,PLUS会员,5,"第二次在京东购买苹果手机，质量非常好，用着很顺手，
外形外观：看着顺眼
屏幕音效：声音很大
拍照效果：很清晰
运行速度：速度超快
待机时间：很长",2022-10-08 19:05,午夜色256GB
451,****b,PLUS会员,5,"外形外观：蓝色 菱角分明 看着高端大气上档次
屏幕音效：屏幕反应快 音质很好
拍照效果：清晰自然
运行速度：快 打游戏流畅",2022-10-08 19:05,午夜色256GB
452,k***6,PLUS会员,3,双十一第一批买的，比11月11号当天的贵,2022-10-08 19:05,午夜色256GB
453,宗***0,,5,"拍照效果：真的高级感
屏幕音效：声音杠杠的
外形外观：大气
运行速度：还是很流畅的
待机时间：不玩游戏能待机两天
总体来说14跟13没太大的区别，买新不买久嘛",2022-10-08 19:05,午夜色256GB
454,u***p,PLUS会员,5,"外形外观：流线型而且轻薄，手感舒适；
屏幕音效：屏幕分辨率清晰；
拍照效果：前后镜头拍照效果都很赞；
运行速度：运行速度很快；
待机时间：新机待机时间没问题，可达24小时。",2022-10-08 19:05,午夜色256GB
455,x***6,,5,"外形外观：拿到手就是惊艳
屏幕音效：低音炮名不虚传
拍照效果：清晰
运行速度：非常流畅
待机时间：用了一天了还有电
其他特色：手感一级棒",2022-10-08 19:05,午夜色256GB
456,罗***唐,PLUS会员,5,"外形外观：外观很大气高档！
屏幕音效：屏幕大小适中！通话声音清晰！
拍照效果：拍照很真实！很清晰！
运行速度：运行速度很快！玩大型游戏不卡顿！
待机时间：一天一充",2022-10-08 19:05,午夜色256GB
457,L***女,PLUS会员,5,"细节非常完美，整体来说真的很不错。双十一性价比很高，来得早不如来得巧啊
外形外观：跟之前的没啥区别
屏幕音效：总体很好
拍照效果：效果满意
运行速度：流畅，一向很好
待机时间：一天用起来没啥问题",2022-10-08 19:05,午夜色256GB
458,D***8,PLUS会员,5,"哇，满血A15的性能体验还是蛮不错的，iOS系统适配非常好?，操作起来很流畅。外观很漂亮，大小很合适。这个紫色真的非常好看，颜色不会很靓丽，但是看起来很舒适又有特色。拍照吗？别看是祖传12,000,000像素，但是真的很清晰，整体好评。",2022-10-08 19:05,午夜色256GB
459,你***8,,5,"外形外观：非常漂亮
屏幕音效：可调控
拍照效果：很真实
运行速度：还是很快
待机时间：一天
其他特色：喜欢",2022-10-08 19:05,午夜色256GB
460,倒***伤,PLUS会员,5,真的真的非常好看，非常喜欢，颜值超高屏幕音效：音效很好，配合我的耳机拍照效果：很清楚，像素很高运行速度：快，不卡顿，流畅待机时间：长，充一次电可以用一天其他特色：物流很快哦，次日达,2022-11-05 10:40,星光色128GB
461,猛***首,PLUS会员,5,"外形外观：漂亮时尚，感光舒心。
屏幕音效：清清流畅，优美动听。
拍照效果：清晰清哳，光美超强。
运行速度：超级超快可见。
待机时间：适中适宜足用。",2022-11-05 10:40,星光色128GB
462,C***R,PLUS会员,5,"外形外观：外观无瑕疵，很经典的蓝色，看起来很舒服
屏幕音效：完美
拍照效果：虽然比不上pro系列，但是已经足够用了
运行速度：完美
待机时间：足够一天的使用",2022-11-05 10:40,星光色128GB
463,****f,PLUS会员,5,"外观比我以前的12好多了，挺好看的，屏幕也很好的，超级清晰，音效也不错，听歌很舒服，拍照效果爆非常好，真的清晰，运行也快。
外形外观：好看
屏幕音效：不错
拍照效果：爆赞
运行速度：快",2022-11-05 10:40,星光色128GB
464,u***8,PLUS会员,5,"iphone14 手机到了，白色也太好看了，真的
喜欢这款手机。是一款很不错的手机， 手感非
常舒服，握持感非常舒服。感觉拍照效果比之前12
提升了很多 ，新一代运行速度快了很多，系统非常
流畅，真的很喜欢了。电池也还不错，正常使用，
天到晚上还有百分之30左右。玩游戏也不会发…",2022-11-05 10:40,星光色128GB
465,陈***贝,PLUS会员,5,"外形外观：外观非常好看，很酷炫，蓝蓝的
屏幕音效：音质杠杠的，流畅
拍照效果：拍张很清晰，像素很高
运行速度：运行很稳定，流畅！！！！",2022-11-05 10:40,星光色128GB
466,****克,PLUS会员,5,颜值非常，苹果的品质非常不错，手感好，有质感。系统运行非常的流畅，打游戏一点都不热。包装的很好，包装盒里放了塑料气泡，收到完好无损。开机激活后没有发现瑕疵，各项指标都很完美。下载速度很快。拍照效果很清晰，清晰度很高，镜头拉到最近了依然很清楚，暗光下拍摄效果很棒！运行速度是真的快，打游戏一点不会延迟，也没有卡顿！而且拍照支持多倍拍摄，电影模式真的超赞！A16芯片配合 ios 15系统，操作非常顺滑，续航能力非常强！非常满意的购物！,2022-11-05 10:40,星光色128GB
467,可***话,PLUS会员,5,"外形外观：很好看很漂亮很美观，很完美
屏幕音效：无杂音
拍照效果：高清晰夜晚也清晰
运行速度：超快似火件
待机时间：1小时超长待机
其他特色：没充电器**",2022-11-05 10:40,星光色128GB
468,w***z,PLUS会员,5,"外形外观：紫色很好看，一看就是新款，新款的标志就是紫色，
拍照效果：夜拍效果好，
运行速度：运行速度很快，6G运存提升很大，杀后台少了很多。
其他特色：很轻，很薄，手感很棒。",2022-11-05 10:40,星光色128GB
469,阿***1,PLUS会员,5,"外形外观：苹果的忠实用户
屏幕音效：苹果比安卓的好太多了
拍照效果：非常的清楚
运行速度：畅通的运行，非常快
待机时间：基本能用一天没问题",2022-11-05 10:40,星光色128GB
470,虾***_,,5,"外形外观：超级舒适
屏幕音效：很棒
拍照效果：除了锐化一点点严重效果比13好一点
运行速度：用了快一周了挺流畅的
待机时间：基本打三四个小时没有任何问题哒",2022-10-24 13:28,星光色256GB
471,道***是,PLUS会员,5,"外形外观：颜色十分喜欢，手感也不错。
屏幕音效：音效很立体，屏幕丝滑细腻。
拍照效果：效果不错，有很大改善。
待机时间：比以前版本的持久",2022-10-24 13:28,星光色256GB
472,n***i,PLUS会员,5,"外形外观：买给女朋友的紫色很是好看
屏幕音效：屏幕也还可以 新手机音质都不错
拍照效果：暂时还没有女朋友反馈
运行速度：满血A15还是可以的
待机时间：这个暂时不知道 才刚拿到手
其他特色：不错 女朋友很喜欢",2022-10-24 13:28,星光色256GB
473,奥***比,PLUS会员,5,"外形外观：非超好看非常好看
屏幕音效：屏幕不错音效不错
拍照效果：拍照好看非常好看
运行速度：运行速度快
待机时间：待机时间长非常好
其他特色：非常有特色非常好用",2022-10-24 13:28,星光色256GB
474,小***y,PLUS会员,5,"运行速度:畅快拍照效果:清晰续航能力:很好
续航能力:很好拍照效果:清晰运行速度:畅快完美上车~官方旗舰店买的靠谱放心，看中新机的售后服务。买的256G。容量刚刚好，颜色还是紫色。永恒的经典。手机，毕竟是通讯工具，几年就更换了。所以信号 和续航是最重要的，好在这款都能符合。目前使用一切尚可",2022-10-24 13:28,星光色256GB
475,何***0,PLUS会员,5,"外形外观：外形设计好，手感超级棒
屏幕音效：音效很好，屏幕清晰度高
拍照效果：拍照效果非常好
运行速度：运行速度快
待机时间：待机时间超长",2022-10-24 13:28,星光色256GB
476,****w,,5,"外形外观：白色，百搭，搭配什么颜色手机壳都好看
屏幕音效：很不错
拍照效果：画质清晰，拍照好看，有质感
运行速度：运行丝滑，系统舒服",2022-10-24 13:28,星光色256GB
477,謝***3,PLUS会员,5,"外形外观：很漂亮
屏幕音效：看视频很清晰，音效好好
拍照效果：很高清
运行速度：不卡顿很流畅
待机时间：可以用很长时间",2022-10-24 13:28,星光色256GB
478,_***酱,PLUS会员,5,"终于买到紫色iPhone 14啦！256用起来好爽！各种小组件用起来超级方便又好看 很满意
拍照效果：非常高清
运行速度：超级流畅
待机时间：杠杠的 比之前的续航时间多不止一倍
屏幕有点黄 设置了一下没什么问题 这个屏也不太有颗粒感 很满意！",2022-10-24 13:28,星光色256GB
479,A***e,PLUS会员,5,"iPhone6sp用了五六年，终于换了
外形外观：喜欢，经典
屏幕音效：通透，响亮
拍照效果：清晰，真实
运行速度：流畅，完美",2022-10-24 13:28,星光色256GB
480,****m,,5,"上午11：30下单，下午两点到，超级快！颜色是红色，可能大多数不会选这个色，但是听说每买一部红色本机就会帮助非洲贫困户一些捐助，我果断选了，而且红色也很好看，也很舒服用着。
机子正品全新，才拿到手上真的很轻便的感觉，手感不错
整体都很不错，推荐。
外形外观：喜欢这个颜色
屏幕音效：音效很舒服
待机时间：已经四天了，还没充过电，只要不用高耗电的能持续挺久的
拍照效果：很清晰
运行速度：很快，超级顺畅",2022-11-02 20:11,红色128GB
481,****t,PLUS会员,5,"外形外观：手感爽滑，大小刚刚好，很轻，没有负担
屏幕音效：屏幕显示效果很棒，非常清楚
拍照效果：拍照清晰快速
运行速度：Ios16运行很流畅，搭载的虽然不是最新的芯片，但日常使用够用",2022-11-02 20:11,红色128GB
482,两***丨,PLUS会员,5,"外形外观：白色版到手发现竟然很好看！
屏幕音效：相比11好很多
拍照效果：很赞
运行速度：6g运存速度很快
待机时间：很不错 妥妥用一天",2022-11-02 20:11,红色128GB
483,B***4,PLUS会员,5,苹果的工业基础真的扎实。外观很时尚，很好看，颜色不错，非常好看，很喜欢。屏幕很好，看上去非常舒服，比一般手机强多了，音效也很高，听歌很舒适，值得推荐。拍照效果好，自拍照非常漂亮，画质也很好，不错，比之前的要好，自拍很好运行速度:内存非常大，拍照下载电影安装APP再也不怕不够用了，运行非常快.非常好。待机非常好，大容量电池，能用1天多，非常好呢，很耐用。充电速度还快。,2022-11-02 20:11,红色128GB
484,****s,PLUS会员,5,"外形外观：外观美观！手感很不错！
屏幕音效：音效好！屏幕精致！！！！！
拍照效果：拍照清晰！！！！
运行速度：运行速度很快！！！！
待机时间：电池很耐用！！！！！",2022-11-02 20:11,红色128GB
485,狂***贝,PLUS会员,5,"外形外观：手感很好啊，
屏幕音效：音质很好的
拍照效果：优化大师，拍照体验好
运行速度：流畅度很好
待机时间：待机时间明显更长久了
其他特色：有特色。",2022-11-02 20:11,红色128GB
486,****m,,5,"手机好 质量好
外形外观：好快
屏幕音效：好
拍照效果：高清
运行速度：快
待机时间：长
其他特色：都好",2022-11-02 20:11,红色128GB
487,一***门,PLUS会员,5,太流畅了，ios生态无敌，手机很漂亮，很喜欢，手感很好，清晰像素，拍出来的照片质量都很不错。电池挺耐用的，通信音质很不错?，运行速度很快，显示效果良好,2022-11-02 20:11,红色128GB
488,地***零,,5,"外形外观：红色很好看。
屏幕音效：屏幕非常好，音效也很棒
拍照效果：相机很好。
运行速度：比人快?
待机时间：一天一充
其他特色：网很垃圾",2022-11-02 20:11,红色128GB
489,6***b,PLUS会员,5,"外形外观：手感很好
屏幕音效：屏幕色彩看时间长了，不伤眼睛
拍照效果：拍照效果好
运行速度：运行速度流畅
待机时间：待机时间长，充电方便
物流速度快",2022-11-02 20:11,红色128GB
490,****V,,5,iPhone14真的太惊艳了，比较爱玩游戏，最喜欢是就是iPhone了，打游戏完全不会卡顿。之前的手机是内存不够，心心念念的手机终于到手了。14的运行速度非常快，打游戏真的太流畅了，真的非常喜欢这个手机。外观很好看，手感拿着很有质感，屏幕看着非常好，拍照效果很不错，像素高了，新机拍照片怎么都好看。5G高速运行，超长待机一整天。,2022-10-28 21:36,蓝色128GB
491,孤***虫,,5,"16号下午成功拿到！紫色很好看是那种淡紫色，ios16很强大
外形外观：和13一摸一样只能说
屏幕音效：显示很细腻
拍照效果：拍照白天不错晚上还是有鬼影
运行速度：运行很快16系统很好用
待机时间：续航和13一样",2022-10-28 21:36,蓝色128GB
492,u***l,PLUS会员,5,"外形外观：喜欢?
屏幕音效：立体声音效收听好
拍照效果：好广角很清晰
运行速度：高效快捷不闪
待机时间：长时间待机运行对我一般一天不用充电?
其他特色：内存安心",2022-10-28 21:36,蓝色128GB
493,****p,PLUS会员,5,"外形外观：很好看，颜色很美
屏幕音效：屏幕很好，色彩丰富
拍照效果：很好看，很真实！拍的照片绝绝子
运行速度：很流畅，响应速度快！物流也很快。",2022-10-28 21:36,蓝色128GB
494,我***4,PLUS会员,5,外观好看，屏幕感觉非常结实，摔了很多次都没事，真心不错的选择，拍照效果特别好，比iPhone 12 Pro好很多，运行速度也特别快，买iPhone 13 Pro感觉非常满意。iPhone 13 Pro外观很有档次，对比老款苹果手机，直角线条的设计看起来更高档，屏幕显示特别细腻，120Hz高刷玩游戏很爽，拍照超级棒，拍视频的电影效果赞到不行，运行特别快，同时运行十多个软件都不卡,2022-10-28 21:36,蓝色128GB
495,陈***_,,5,"外形外观：很好看，就是和13区别不大
屏幕音效：很舒服
拍照效果：还行
运行速度：很快
待机时间：比旧手机好太多了",2022-10-28 21:36,蓝色128GB
496,K***a,PLUS会员,5,"外形外观：好看
屏幕音效：屏幕漂亮
拍照效果：效果很好
运行速度：极快
待机时间：很长
其他特色：蛮喜欢的",2022-10-28 21:36,蓝色128GB
497,****d,PLUS会员,5,"外形外观：选择了紫色，很漂亮，手握起来手感不错
屏幕音效：非常棒
拍照效果：没啥说的一直都很好，很适合拍活泼好动的小朋友??
运行速度：内存大，运行快，使用很方便，",2022-10-28 21:36,蓝色128GB
498,星***9,,5,"外形外观：好好看，第一次买苹果?，好喜欢?，哈哈?自己给自己买的，男朋友天天叫我换手机，换了手机又不帮出点，还是靠自己呀，男人不靠谱
屏幕音效：信号确实没有安卓好
拍照效果：很确实比我的安卓清晰多了
运行速度：很舒服
待机时间：还可以",2022-10-28 21:36,蓝色128GB
499,V***人,PLUS会员,5,"外形外观：白色YYDS，最喜欢的颜色
屏幕音效：屏幕分辨率清晰，音效好
拍照效果：拍照效果不错?
运行速度：运行速度很快
待机时间：超长",2022-10-28 21:36,蓝色128GB
500,****v,PLUS会员,5,"物流配送超快！手机符合预期！
外形外观：完美无瑕！
屏幕音效：非常不错，不输任何机器！
拍照效果：稳定发挥，符合预期！
运行速度：快，不卡顿！
待机时间：超长",2022-12-06 13:03,蓝色128GB
501,s***3,PLUS会员,5,"外形外观：边框确实挺宽的，可以起飞了，边框像国产机学习吧。颜色非常漂亮，做工没得说，拿在手里非常有质感。
屏幕音效：屏幕顶级没的说，观感很好，亮度也棒，音效还可以，毕竟正常人的耳朵，听不出玄学上的差异。",2022-12-06 13:03,蓝色128GB
502,u***3,PLUS会员,5,"外形外观：好看大气
屏幕音效：屏幕性能好，屏幕尺寸好
拍照效果：拍照画面感好
运行速度：运行速度快
待机时间：待机时间长，
其他特色：颜色好看，颜值在线，",2022-12-06 13:03,蓝色128GB
503,****U,PLUS会员,5,"外形外观：选的黑色的，非常漂亮
屏幕音效：一直既往的颜色艳丽，虽然没有高刷，但是平常使用足够了
拍照效果：日常使用足够
运行速度：新手机，苹果系统加持，速度绝对杠杠的",2022-12-06 13:03,蓝色128GB
504,盈***g,PLUS会员,5,"外形外观：直角边设计 很轻薄 拿着手感很好 不累
屏幕音效：屏幕清晰 显示屏非常好
拍照效果：ios算法还是很不错的，拍照还原度很高
运行速度：满血A15，速度很快
待机时间：正常使用电池一天够用",2022-12-06 13:03,蓝色128GB
505,兴***家,PLUS会员,5,"外形外观：非常好看
屏幕音效：屏幕颜色很舒适 音效非常好
拍照效果：高清
运行速度：非常流畅
待机时间：从早上到下午六点很轻松
其他特色：裸机手感真的超级好 自带的设置已经配好了体验感拉满满的",2022-12-06 13:03,蓝色128GB
506,****0,PLUS会员,5,"反应速度很快
屏幕音效：屏幕细腻
拍照效果：效果清晰，
外形外观：很大方，，觉得样式很经典。。。。。
待机时间：比以前的长了不少。。。。",2022-12-06 13:03,蓝色128GB
507,人***亮,PLUS会员,5,"真的很好用，性价比十足
外形外观：非常的好看简洁落落大方
屏幕音效：非常的好
拍照效果：清楚
运行速度：超级得快不会有一点卡顿
待机时间：很久",2022-12-06 13:03,蓝色128GB
508,主***存,PLUS会员,5,苹果 14的白色是真漂亮，特别喜欢。128G容量完全够用。外形设计刘海变小了，摄像头位置变化拍照更清晰。 屏幕音效：屏幕上的材质有新的材料应用。特别清晰，亮！ 拍照效果：拍照的效果要比老款好很多.依然强劲。 运行速度：运行速度比上一代要提升不少了。 送人的很喜欢 待机时间：待机基本掉电不多。玩游戏，刷视频要比之前续航高很多,2022-12-06 13:03,蓝色128GB
509,****4,PLUS会员,5,"外形外观：顺手，轻薄，好拿
屏幕音效：非常好，
拍照效果：好看，真实
运行速度：流畅不卡
待机时间：12小时左右",2022-12-06 13:03,蓝色128GB
510,囍***子,,5,入手有一段时间了，总体感觉还不错，游戏运行也不错，新号有一点若。其他都不错，真心评价。值得拥有拍照效果:很清晰的显示效果:色彩很好，很柔和。电池续航:电池不错运行速度:很快的，通信音质:音质没毛病，底下堵住听筒那边就响声环绕，立体声很好!2.黑色的是真漂亮，最耐看的颜色没有之一,2022-11-15 19:33,午夜色128GB
511,****8,PLUS会员,5,"非常好，物流也快
外形外观：好看，美滋滋的
屏幕音效：不错不错，哈哈。
拍照效果：高清，清楚的厉害
运行速度：快，流畅，喜欢，
颜值厉害的很，哈哈，非常喜欢，喜欢?",2022-11-15 19:33,午夜色128GB
512,树***夏,PLUS会员,5,"屏幕
搭载 A15 芯片，6核心 CPU，5核心GPU采用全新 16 核神经网络引擎，适用于各类机器学习任务。
拍摄方面，前置采用新的原深感镜头，1.9μm像素，支持自动对焦，即使在低亮度环境下也能实现较快的对焦速度，后置依旧依旧采用1200万像素广角/超广角双摄配置，全新的1200 万像素主摄像头，传感器更大，单位像素达到1.9 μm，F/1.5光圈，传感器位移 OIS，低光捕获提高了",2022-11-15 19:33,午夜色128GB
513,f***6,PLUS会员,5,平板颜值的高哦，手感摸起来：且很有质感，屏幕久看不伤眼睛，有很好的护眼●功能，运行也很快，很顺滑，功能也¥很强大，充电夕的时候发热业情况还好，打游戏头起来也很丝滑，值得（'VV9）购买,2022-11-15 19:33,午夜色128GB
514,纳***爵,,5,"外形外观：非常的好看，直角边框摸起来非常舒服。
屏幕音效：屏幕的质感非常好
拍照效果：拍照很还原非常好看
运行速度：反应灵敏
待机时间：轻度使用能过一天
其他特色：感觉非常好推荐大家买",2022-11-15 19:33,午夜色128GB
515,u***e,PLUS会员,5,"外形外观：大气上档次
屏幕音效：声音震撼，音质非常清晰；
拍照效果：清晰度高，照片质量nice；
运行速度：运行速度快，不卡；
待机时间：新机待机时间长，不知道以后怎么样。
其他特色：用一段时间再评价。",2022-11-15 19:33,午夜色128GB
516,****y,,5,"外形外观：非常好看的紫色，手感很好
屏幕音效：非常好看
拍照效果：清晰好看
运行速度：挺好的，用一段时间再评，唯一不好的是充电器一起买的手机到了充电器还没有到",2022-11-15 19:33,午夜色128GB
517,****a,,5,"安全下车,
外形外观：很漂亮
屏幕音效：很好
拍照效果：不错
运行速度：非常流畅没的说
待机时间：可以的,一天一充没问题",2022-11-15 19:33,午夜色128GB
518,k***a,PLUS会员,5,"外形外观：很满意
屏幕音效：很满意，舒服
拍照效果：很不错
运行速度：很快
待机时间：挺不错，满意
第一次在京东上买苹果手机，还是挺放心的。安全下车了，挺不错的！",2022-11-15 19:33,午夜色128GB
519,孟***哇,PLUS会员,5,"外形外观：他是方形边框以前我的是iPhone 11，现在用起来，手感还不错
屏幕音效：屏幕音效效果非常棒
拍照效果：拍照效果也非常不错
运行速度：a15芯片，good！
待机时间：现在是一天充一次，随便用
其他特色：我觉得换新机的那个数据转移非常方便。",2022-11-15 19:33,午夜色128GB
520,几***y,PLUS会员,5,"外形外观：整体上非常棒，这个淡蓝色挺好看
屏幕音效：非常好
拍照效果：锐化没有13那么严重
运行速度：感觉非常棒，屏幕刷新快
待机时间：有待提升
第一次买这么贵的手机，目前使用了四五天，感觉非常好，希望使用过程中没有任何质量问题",2022-11-06 08:56,蓝色256GB
521,深***腾,PLUS会员,5,"待机时间：还没有试应该还不错吧
运行速度：比现在的xr快多了
拍照效果：很棒很棒
屏幕音效：很不错
外形外观：有点割手，手感没有xr的好",2022-11-06 08:56,蓝色256GB
522,紫***爷,PLUS会员[试用],5,"外形外观：趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒?实用性和颜值都非常的赞，我很喜欢，还会再来买的
屏幕音效：好
拍照效果：好
运行速度：好
待机时间：长",2022-11-06 08:56,蓝色256GB
523,j***7,PLUS会员,5,"外形外观：外形中规中矩，没啥特色，主要是和13一样，不像pro有个灵动岛！手感拿手里出错！
拍照效果：效果提升出错，毕竟之前用的xr 老型号了！
运行速度：速度很快，运行内存增加了。后台运行软件增加了很多数量！
总体来说用起来不错。值得推荐一下！",2022-11-06 08:56,蓝色256GB
524,罒***情,PLUS会员,5,"外形外观：外观质感很好，直板外边框舒服拿着
屏幕音效：音效非常好，立体声很棒
拍照效果：拍照效果很真实
运行速度：运行速度很快
待机时间：待机时间我这基本就是看视频用八小时以上没问题",2022-11-06 08:56,蓝色256GB
525,去***界,PLUS会员,5,"非常好！
外形外观：好看！紫色特别好看！符合我直男的审美观
屏幕音效：比我上个手机好的不止一点半点，现在看旧手机都不想拿了
运行速度：快的一笔
待机时间：长",2022-11-06 08:56,蓝色256GB
